tile_id,plasmid_length,insert_length,lvl1_group,position,gg_ready,domestication_mutations,cds_features,gene_features,total_features,file
189,11158,8908,12,9,True,0,6,6,20,tile_189.gb
190,6979,4729,12,10,True,0,7,9,24,tile_190.gb
191,9250,7000,12,11,True,0,5,5,18,tile_191.gb
192,8737,6487,12,12,False,0,7,6,22,tile_192.gb
193,8559,6309,12,13,False,0,8,7,23,tile_193.gb
194,9614,7364,12,14,False,1,11,10,30,tile_194.gb
195,8553,6303,13,0,True,0,7,6,21,tile_195.gb
196,8250,6000,13,1,True,0,7,6,21,tile_196.gb
197,10038,7788,13,2,True,0,7,6,21,tile_197.gb
198,8353,6103,13,3,True,0,10,9,27,tile_198.gb
199,8680,6430,13,4,True,0,7,6,21,tile_199.gb
200,8321,6071,13,5,True,0,7,6,21,tile_200.gb
201,9370,7120,13,6,True,0,8,7,23,tile_201.gb
202,9915,7665,13,7,False,0,10,9,28,tile_202.gb
203,11162,8912,13,8,True,0,9,8,25,tile_203.gb
204,8015,5765,13,9,True,0,5,6,19,tile_204.gb
205,8568,6318,13,10,False,0,9,8,26,tile_205.gb
206,8886,6636,13,11,False,1,7,6,22,tile_206.gb
207,8373,6123,13,12,True,0,6,5,19,tile_207.gb
208,8549,6299,13,13,True,0,8,9,25,tile_208.gb
209,8900,6650,13,14,False,0,10,11,29,tile_209.gb
210,8891,6641,14,0,False,1,12,12,33,tile_210.gb
211,9997,7747,14,1,False,1,8,7,24,tile_211.gb
212,10048,7798,14,2,False,0,7,8,25,tile_212.gb
213,8749,6499,14,3,True,0,8,7,23,tile_213.gb
214,8609,6359,14,4,True,0,4,3,15,tile_214.gb
215,10706,8456,14,5,True,0,11,10,29,tile_215.gb
216,5542,3292,14,6,True,0,5,4,17,tile_216.gb
217,10873,8623,14,7,False,1,5,4,19,tile_217.gb
218,9132,6882,14,8,True,0,6,5,19,tile_218.gb
219,8318,6068,14,9,True,0,4,3,15,tile_219.gb
220,9397,7147,14,10,True,0,9,11,28,tile_220.gb
221,8589,6339,14,11,True,0,7,6,21,tile_221.gb
222,8509,6259,14,12,True,0,7,7,22,tile_222.gb
223,8341,6091,14,13,True,0,7,6,21,tile_223.gb
224,8297,6047,14,14,True,0,10,9,27,tile_224.gb
225,9384,7134,15,0,True,0,6,5,19,tile_225.gb
226,9250,7000,15,1,False,0,6,7,22,tile_226.gb
227,11860,9610,15,2,True,0,9,8,25,tile_227.gb
228,5688,3438,15,3,True,0,4,4,16,tile_228.gb
229,8250,6000,15,4,True,0,5,4,17,tile_229.gb
230,11151,8901,15,5,False,1,11,10,30,tile_230.gb
231,7054,4804,15,6,True,0,4,3,15,tile_231.gb
232,8562,6312,15,7,True,0,6,5,19,tile_232.gb
233,9547,7297,15,8,False,0,4,3,16,tile_233.gb
234,9394,7144,15,9,False,0,7,6,23,tile_234.gb
235,9250,7000,15,10,True,0,7,8,23,tile_235.gb
236,8973,6723,15,11,True,0,2,2,12,tile_236.gb
237,9330,7080,15,12,True,0,8,7,23,tile_237.gb
238,8250,6000,15,13,True,0,7,6,21,tile_238.gb
239,9168,6918,15,14,True,0,9,8,25,tile_239.gb
240,9423,7173,16,0,True,0,9,9,26,tile_240.gb
241,8354,6104,16,1,False,0,8,7,23,tile_241.gb
242,9351,7101,16,2,False,0,17,16,42,tile_242.gb
243,8402,6152,16,3,False,1,13,12,34,tile_243.gb
244,8351,6101,16,4,False,1,11,14,34,tile_244.gb
245,9907,7657,16,5,True,0,9,8,25,tile_245.gb
246,8974,6724,16,6,True,0,7,6,21,tile_246.gb
247,8532,6282,16,7,True,0,9,8,25,tile_247.gb
248,8250,6000,16,8,True,0,6,5,19,tile_248.gb
249,9337,7087,16,9,True,0,8,7,23,tile_249.gb
250,8513,6263,16,10,True,0,5,4,17,tile_250.gb
251,8579,6329,16,11,True,0,6,5,19,tile_251.gb
252,8250,6000,16,12,True,0,7,6,21,tile_252.gb
253,9250,7000,16,13,False,1,9,8,26,tile_253.gb
254,8465,6215,16,14,True,0,7,6,21,tile_254.gb
255,8510,6260,17,0,True,0,8,7,23,tile_255.gb
256,6680,4430,17,1,True,0,7,6,21,tile_256.gb
257,10832,8582,17,2,False,0,7,6,22,tile_257.gb
258,9413,7163,17,3,False,1,7,6,22,tile_258.gb
259,8433,6183,17,4,False,1,7,8,24,tile_259.gb
260,8347,6097,17,5,True,0,7,6,21,tile_260.gb
261,9526,7276,17,6,True,0,9,8,25,tile_261.gb
262,8250,6000,17,7,False,0,5,6,20,tile_262.gb
263,10211,7961,17,8,False,0,8,8,25,tile_263.gb
264,8580,6330,17,9,True,0,7,6,21,tile_264.gb
265,8817,6567,17,10,True,0,6,5,19,tile_265.gb
266,9948,7698,17,11,False,1,9,8,26,tile_266.gb
267,9418,7168,17,12,False,0,8,8,24,tile_267.gb
268,8465,6215,17,13,False,1,8,7,24,tile_268.gb
269,8425,6175,17,14,True,0,6,5,19,tile_269.gb
270,8687,6437,18,0,True,0,9,8,25,tile_270.gb
271,9295,7045,18,1,True,0,7,6,21,tile_271.gb
272,9668,7418,18,2,True,0,9,8,25,tile_272.gb
273,9810,7560,18,3,False,1,8,7,24,tile_273.gb
274,9269,7019,18,4,True,0,7,6,21,tile_274.gb
275,9603,7353,18,5,True,0,8,7,23,tile_275.gb
276,9760,7510,18,6,False,1,8,7,24,tile_276.gb
277,8984,6734,18,7,True,0,8,7,23,tile_277.gb
278,8483,6233,18,8,True,0,12,11,31,tile_278.gb
279,8432,6182,18,9,True,0,6,5,19,tile_279.gb
280,8250,6000,18,10,True,0,6,5,19,tile_280.gb
281,8284,6034,18,11,False,1,7,6,22,tile_281.gb
282,9285,7035,18,12,False,0,9,8,27,tile_282.gb
283,10006,7756,18,13,True,0,10,9,27,tile_283.gb
284,9096,6846,18,14,True,0,6,5,19,tile_284.gb
285,9427,7177,19,0,False,0,11,12,32,tile_285.gb
286,9725,7475,19,1,False,1,8,7,24,tile_286.gb
287,8519,6269,19,2,True,0,6,5,19,tile_287.gb
288,8299,6049,19,3,True,0,10,9,27,tile_288.gb
289,8194,5944,19,4,True,0,7,6,21,tile_289.gb
290,9469,7219,19,5,True,0,6,6,20,tile_290.gb
291,8956,6706,19,6,True,0,9,8,25,tile_291.gb
292,9073,6823,19,7,True,0,7,5,20,tile_292.gb
293,9313,7063,19,8,True,0,10,11,29,tile_293.gb
294,8408,6158,19,9,True,0,8,8,24,tile_294.gb
295,9250,7000,19,10,True,0,8,11,27,tile_295.gb
296,8494,6244,19,11,False,1,10,10,29,tile_296.gb
297,8551,6301,19,12,False,1,7,7,23,tile_297.gb
298,7387,5137,19,13,False,0,6,7,22,tile_298.gb
299,10524,8274,19,14,True,0,10,9,27,tile_299.gb
300,8766,6516,20,0,True,0,10,10,28,tile_300.gb
301,9250,7000,20,1,True,0,8,9,25,tile_301.gb
302,8351,6101,20,2,True,0,7,7,22,tile_302.gb
303,10052,7802,20,3,False,1,5,6,21,tile_303.gb
304,8289,6039,20,4,False,2,3,3,16,tile_304.gb
305,9250,7000,20,5,True,0,6,7,21,tile_305.gb
306,8728,6478,20,6,False,0,6,9,23,tile_306.gb
307,8471,6221,20,7,False,2,5,6,22,tile_307.gb
308,8250,6000,20,8,True,0,11,11,30,tile_308.gb
309,8706,6456,20,9,True,0,8,7,23,tile_309.gb
310,9250,7000,20,10,True,0,10,9,27,tile_310.gb
311,9404,7154,20,11,True,0,9,8,25,tile_311.gb
312,9311,7061,20,12,False,1,8,7,26,tile_312.gb
313,8250,6000,20,13,False,0,7,6,22,tile_313.gb
314,9475,7225,20,14,True,0,6,5,19,tile_314.gb
315,9010,6760,21,0,False,1,7,6,23,tile_315.gb
316,9588,7338,21,1,True,0,8,7,23,tile_316.gb
317,8813,6563,21,2,True,0,6,5,19,tile_317.gb
318,9061,6811,21,3,True,0,5,4,17,tile_318.gb
319,7238,4988,21,4,True,0,7,8,23,tile_319.gb
320,13234,10984,21,5,False,1,7,6,22,tile_320.gb
321,6863,4613,21,6,True,0,6,7,21,tile_321.gb
322,9843,7593,21,7,False,1,9,9,27,tile_322.gb
323,8697,6447,21,8,True,0,7,6,21,tile_323.gb
324,9509,7259,21,9,True,0,8,7,23,tile_324.gb
325,9250,7000,21,10,True,0,7,7,22,tile_325.gb
326,8251,6001,21,11,True,0,2,2,12,tile_326.gb
327,9283,7033,21,12,False,0,6,5,20,tile_327.gb
328,9863,7613,21,13,True,0,10,9,27,tile_328.gb
329,8563,6313,21,14,True,0,5,4,17,tile_329.gb
330,9094,6844,22,0,True,0,8,8,24,tile_330.gb
331,9825,7575,22,1,False,0,8,7,24,tile_331.gb
332,9730,7480,22,2,True,0,7,6,21,tile_332.gb
333,8269,6019,22,3,True,0,6,5,19,tile_333.gb
334,8758,6508,22,4,True,0,7,6,21,tile_334.gb
335,8250,6000,22,5,True,0,6,5,19,tile_335.gb
336,9250,7000,22,6,True,0,7,6,21,tile_336.gb
337,8250,6000,22,7,True,0,6,5,19,tile_337.gb
338,10090,7840,22,8,False,0,8,7,24,tile_338.gb
339,7470,5220,22,9,True,0,4,4,16,tile_339.gb
340,11154,8904,22,10,True,0,13,12,33,tile_340.gb
341,8744,6494,22,11,False,0,7,6,22,tile_341.gb
342,8250,6000,22,12,True,0,6,5,19,tile_342.gb
343,9372,7122,22,13,True,0,4,4,16,tile_343.gb
344,9667,7417,22,14,False,0,7,6,22,tile_344.gb
345,9250,7000,23,0,True,0,3,3,14,tile_345.gb
346,8250,6000,23,1,True,0,5,5,18,tile_346.gb
347,9250,7000,23,2,True,0,4,3,15,tile_347.gb
348,7602,5352,23,3,True,0,7,7,22,tile_348.gb
349,11816,9566,23,4,True,0,9,9,26,tile_349.gb
350,7108,4858,23,5,True,0,6,5,19,tile_350.gb
351,12000,9750,23,6,False,1,11,10,30,tile_351.gb
352,9355,7105,23,7,False,1,8,7,25,tile_352.gb
353,8290,6040,23,8,True,0,7,6,21,tile_353.gb
354,8736,6486,23,9,True,0,7,6,21,tile_354.gb
355,9645,7395,23,10,True,0,6,5,19,tile_355.gb
356,9757,7507,23,11,True,0,7,6,21,tile_356.gb
357,9499,7249,23,12,True,0,7,6,21,tile_357.gb
358,9565,7315,23,13,True,0,11,10,29,tile_358.gb
359,9276,7026,23,14,False,1,8,7,25,tile_359.gb
360,9428,7178,24,0,True,0,8,7,23,tile_360.gb
361,8514,6264,24,1,True,0,7,6,21,tile_361.gb
362,9250,7000,24,2,True,0,9,9,26,tile_362.gb
363,9335,7085,24,3,True,0,5,5,18,tile_363.gb
364,8250,6000,24,4,False,0,6,6,21,tile_364.gb
365,9250,7000,24,5,False,0,10,11,30,tile_365.gb
366,9311,7061,24,6,False,1,11,11,31,tile_366.gb
367,9687,7437,24,7,True,0,6,5,19,tile_367.gb
368,8685,6435,24,8,False,0,6,5,20,tile_368.gb
369,9835,7585,24,9,False,1,9,8,27,tile_369.gb
370,8505,6255,24,10,True,0,6,5,19,tile_370.gb
371,8252,6002,24,11,True,0,7,6,21,tile_371.gb
372,9250,7000,24,12,True,0,6,10,24,tile_372.gb
373,9165,6915,24,13,False,0,8,9,27,tile_373.gb
374,9884,7634,24,14,True,0,7,6,21,tile_374.gb
375,9985,7735,25,0,True,0,10,9,27,tile_375.gb
376,8250,6000,25,1,True,0,6,5,19,tile_376.gb
377,8450,6200,25,2,True,0,9,8,25,tile_377.gb
378,8515,6265,25,3,True,0,8,7,23,tile_378.gb
379,8364,6114,25,4,True,0,8,7,23,tile_379.gb
380,9948,7698,25,5,False,0,11,10,30,tile_380.gb
381,9250,7000,25,6,True,0,5,4,17,tile_381.gb
382,10153,7903,25,7,True,0,5,4,17,tile_382.gb
383,9250,7000,25,8,True,0,9,8,25,tile_383.gb
384,8378,6128,25,9,True,0,7,6,21,tile_384.gb
385,8568,6318,25,10,True,0,6,5,19,tile_385.gb
386,10033,7783,25,11,True,0,9,8,25,tile_386.gb
387,9423,7173,25,12,True,0,7,6,21,tile_387.gb
388,9675,7425,25,13,True,0,7,6,21,tile_388.gb
389,8367,6117,25,14,True,0,6,5,19,tile_389.gb
390,8462,6212,26,0,True,0,7,7,22,tile_390.gb
391,9673,7423,26,1,True,0,3,2,13,tile_391.gb
392,9430,7180,26,2,True,0,9,10,27,tile_392.gb
393,8216,5966,26,3,False,0,8,7,24,tile_393.gb
394,10066,7816,26,4,True,0,10,9,27,tile_394.gb
395,8368,6118,26,5,True,0,7,6,21,tile_395.gb
396,8390,6140,26,6,True,0,4,3,15,tile_396.gb
397,8250,6000,26,7,True,0,6,6,20,tile_397.gb
398,8600,6350,26,8,True,0,4,3,15,tile_398.gb
399,8456,6206,26,9,True,0,10,10,28,tile_399.gb
400,8351,6101,26,10,False,0,8,7,24,tile_400.gb
401,8535,6285,26,11,True,0,7,6,21,tile_401.gb
402,8414,6164,26,12,False,0,6,5,20,tile_402.gb
403,9250,7000,26,13,False,0,6,8,24,tile_403.gb
404,8648,6398,26,14,True,0,5,5,18,tile_404.gb
405,9848,7598,27,0,False,1,10,10,29,tile_405.gb
406,8701,6451,27,1,True,0,9,8,25,tile_406.gb
407,8250,6000,27,2,False,0,8,8,25,tile_407.gb
408,7539,5289,27,3,False,0,6,5,20,tile_408.gb
409,10387,8137,27,4,False,0,8,7,26,tile_409.gb
410,8250,6000,27,5,False,1,7,7,23,tile_410.gb
411,9490,7240,27,6,True,0,7,8,23,tile_411.gb
412,8250,6000,27,7,True,0,3,5,16,tile_412.gb
413,9177,6927,27,8,True,0,6,5,19,tile_413.gb
414,10089,7839,27,9,True,0,13,12,33,tile_414.gb
415,8250,6000,27,10,True,0,5,5,18,tile_415.gb
416,9250,7000,27,11,True,0,8,9,25,tile_416.gb
417,8397,6147,27,12,False,2,6,10,26,tile_417.gb
418,8591,6341,27,13,False,1,9,8,26,tile_418.gb
419,8315,6065,27,14,True,0,6,5,19,tile_419.gb
420,9619,7369,28,0,True,0,6,5,19,tile_420.gb
421,9685,7435,28,1,True,0,9,8,25,tile_421.gb
422,9250,7000,28,2,True,0,9,8,25,tile_422.gb
423,8902,6652,28,3,False,0,6,5,20,tile_423.gb
424,7640,5390,28,4,True,0,6,5,19,tile_424.gb
425,9860,7610,28,5,True,0,11,10,29,tile_425.gb
426,9887,7637,28,6,True,0,9,8,25,tile_426.gb
427,10010,7760,28,7,True,0,5,5,18,tile_427.gb
428,8250,6000,28,8,True,0,8,7,23,tile_428.gb
429,8250,6000,28,9,False,0,5,4,18,tile_429.gb
430,9037,6787,28,10,True,0,7,6,21,tile_430.gb
